ori,agency_name,city,state,agency_type
IL0901900,Deer Creek Police Department,deer creek,IL,City
IL1021300,Goodfield Police Department,goodfield,IL,City
IL0501000,Streator Police Department,streator,IL,City
IL0320600,Minooka Police Department,minooka,IL,City
IL0160400,Barrington Hills Police Department,barrington hills,IL,City
IL0610600,Wamac Police Department,wamac,IL,City
IL0610200,Centralia Police Department,centralia,IL,City
IL0450100,Aurora Police Department,aurora,IL,City
IN0380200,Portland Police Department,portland,IN,City
IN0090100,Logansport Police Department,logansport,IN,City
IN0110600,Knightsville Police Department,knightsville,IN,City
IN0110100,Brazil Police Department,brazil,IN,City
IN0420200,Vincennes Police Department,vincennes,IN,City
IN0420100,Bicknell Police Department,bicknell,IN,City
IN0450800,Highland Police Department,highland,IN,City
IN0450100,Cedar Lake Police Department,cedar lake,IN,City
IN0450200,Crown Point Police Department,crown point,IN,City
IN0450300,East Chicago Police Department,east chicago,IN,City
IN0450400,Lake Station Police Department,lake station,IN,City
IN0450500,Gary Police Department,gary,IN,City
IN0450600,Griffith Police Department,griffith,IN,City
IN0450700,Hammond Police Department,hammond,IN,City
IN0450900,Hobart Police Department,hobart,IN,City
IN0451000,Munster Police Department,munster,IN,City
IN0451100,Whiting Police Department,whiting,IN,City
IN0451200,Lowell Police Department,lowell,IN,City
IN0451300,Dyer Police Department,dyer,IN,City
IN0451400,Merrillville Police Department,merrillville,IN,City
IN0451500,St. John Police Department,st. john,IN,City
IN0451600,Schererville Police Department,schererville,IN,City
IN0451700,New Chicago Police Department,new chicago,IN,City
IN0630100,Petersburg Police Department,petersburg,IN,City
IN0700100,Rushville Police Department,rushville,IN,City
IN0840100,Terre Haute Police Department,terre haute,IN,City
IN0840200,West Terre Haute Police Department,west terre haute,IN,City
IN0010200,Decatur Police Department,decatur,IN,City
IN0010100,Berne Police Department,berne,IN,City
IN0020200,New Haven Police Department,new haven,IN,City
IN0020100,Fort Wayne Police Department,fort wayne,IN,City
IN0021000,Woodburn Police Department,woodburn,IN,City
IN0060300,Zionsville Police Department,zionsville,IN,City
IN0060100,Lebanon Police Department,lebanon,IN,City
IN0060500,Whitestown Police Department,whitestown,IN,City
IN0100200,Clarksville Police Department,clarksville,IN,City
IN0100300,Jeffersonville Police Department,jeffersonville,IN,City
IN0100400,Sellersburg Police Department,sellersburg,IN,City
IN0100500,Borden Police Department,borden,IN,City
IN0100600,Utica Police Department,utica,IN,City
IN0100100,Charlestown Police Department,charlestown,IN,City
IN0220100,New Albany Police Department,new albany,IN,City
IN0220300,Georgetown Police Department,georgetown,IN,City
IN0270100,Gas City Police Department,gas city,IN,City
IN0270200,Marion Police Department,marion,IN,City
IN0270300,Fairmount Police Department,fairmount,IN,City
IN0330200,New Castle Police Department,new castle,IN,City
IN0520100,Peru Police Department,peru,IN,City
IN0570100,Kendallville Police Department,kendallville,IN,City
IN0570200,Ligonier Police Department,ligonier,IN,City
IN0570300,Albion Police Department,albion,IN,City
IN0620100,Tell City Police Department,tell city,IN,City
IN0620200,Cannelton Police Department,cannelton,IN,City
IN0620300,Troy Police Department,troy,IN,City
IN0650500,Cynthiana Police Department,cynthiana,IN,City
IN0650100,Mount Vernon Police Department,mount vernon,IN,City
IN0720200,Austin Police Department,austin,IN,City
IN0720100,Scottsburg Police Department,scottsburg,IN,City
IN0890400,Hagerstown Police Department,hagerstown,IN,City
IN0890100,Richmond Police Department,richmond,IN,City
IN0890200,Cambridge City Police Department,cambridge city,IN,City
IN0900200,Ossian Police Department,ossian,IN,City
IN0900100,Bluffton Police Department,bluffton,IN,City
IN0910100,Monticello Police Department,monticello,IN,City
IN0910300,Monon Police Department,monon,IN,City
IN0040100,Fowler Police Department,fowler,IN,City
IN0170300,Garrett Police Department,garrett,IN,City
IN0170400,Waterloo Police Department,waterloo,IN,City
IN0170100,Auburn Police Department,auburn,IN,City
IN0170200,Butler Police Department,butler,IN,City
IN0190200,Jasper Police Department,jasper,IN,City
IN0190100,Huntingburg Police Department,huntingburg,IN,City
IN0250100,Rochester Police Department,rochester,IN,City
IN0260200,Oakland City Police Department,oakland city,IN,City
IN0260100,Princeton Police Department,princeton,IN,City
IN0280100,Bloomfield Police Department,bloomfield,IN,City
IN0280200,Jasonville Police Department,jasonville,IN,City
IN0280300,Linton Police Department,linton,IN,City
IN0280500,Worthington Police Department,worthington,IN,City
IN0340200,Russiaville Police Department,russiaville,IN,City
IN0340100,Kokomo Police Department,kokomo,IN,City
IN0370100,Rensselaer Police Department,rensselaer,IN,City
IN0370300,Remington Police Department,remington,IN,City
INIPD0000,Indianapolis Police Department,indianapolis,IN,City
IN0490100,Beech Grove Police Department,beech grove,IN,City
IN0490200,Lawrence Police Department,lawrence,IN,City
IN0490300,Speedway Police Department,speedway,IN,City
IN0510100,Loogootee Police Department,loogootee,IN,City
IN0530300,Ellettsville Police Department,ellettsville,IN,City
IN0530100,Bloomington Police Department,bloomington,IN,City
IN0550200,Mooresville Police Department,mooresville,IN,City
IN0550100,Martinsville Police Department,martinsville,IN,City
IN0640600,Porter Police Department,porter,IN,City
IN0640100,Chesterton Police Department,chesterton,IN,City
IN0640200,Portage Police Department,portage,IN,City
IN0640300,Valparaiso Police Department,valparaiso,IN,City
IN0640400,Burns Harbor Police Department,burns harbor,IN,City
IN0640700,Ogden Dunes Police Department,ogden dunes,IN,City
IN0641000,Hebron Police Department,hebron,IN,City
IN0641100,Kouts Police Department,kouts,IN,City
IN0670300,Roachdale Police Department,roachdale,IN,City
IN0670100,Greencastle Police Department,greencastle,IN,City
IN0730100,Shelbyville Police Department,shelbyville,IN,City
IN0750200,North Judson Police Department,north judson,IN,City
IN0750100,Knox Police Department,knox,IN,City
IN0800100,Tipton Police Department,tipton,IN,City
IN0850200,Wabash Police Department,wabash,IN,City
IN0850100,North Manchester Police Department,north manchester,IN,City
IN0080100,Delphi Police Department,delphi,IN,City
IN0080400,Burlington Police Department,burlington,IN,City
IN0120100,Frankfort Police Department,frankfort,IN,City
IN0140100,Washington Police Department,washington,IN,City
IN0160100,Greensburg Police Department,greensburg,IN,City
IN0200400,Bristol Police Department,bristol,IN,City
IN0200100,Elkhart Police Department,elkhart,IN,City
IN0200200,Goshen Police Department,goshen,IN,City
IN0210100,Connersville Police Department,connersville,IN,City
IN0300200,Fortville Police Department,fortville,IN,City
IN0300300,New Palestine Police Department,new palestine,IN,City
IN0300700,McCordsville Police Department,mccordsville,IN,City
IN0300100,Greenfield Police Department,greenfield,IN,City
IN0360100,Brownstown Police Department,brownstown,IN,City
IN0360200,Seymour Police Department,seymour,IN,City
IN0410400,New Whiteland Police Department,new whiteland,IN,City
IN0410500,Prince's Lakes Police Department,prince's lakes,IN,City
IN0410600,Whiteland Police Department,whiteland,IN,City
IN0410700,Trafalgar Police Department,trafalgar,IN,City
IN0410800,Bargersville Police Department,bargersville,IN,City
IN0410300,Greenwood Police Department,greenwood,IN,City
IN0410200,Franklin Police Department,franklin,IN,City
IN0480500,Pendleton Police Department,pendleton,IN,City
IN0480100,Alexandria Police Department,alexandria,IN,City
IN0480200,Anderson Police Department,anderson,IN,City
IN0740300,Santa Claus Police Department,santa claus,IN,City
IN0740100,Rockport Police Department,rockport,IN,City
IN0740200,Dale Police Department,dale,IN,City
IN0740600,Chrisney Police Department,chrisney,IN,City
IN0760600,Clear Lake Police Department,clear lake,IN,City
IN0760300,Fremont Police Department,fremont,IN,City
IN0760100,Angola Police Department,angola,IN,City
IN0870100,Boonville Police Department,boonville,IN,City
IN0920300,South Whitley Police Department,south whitley,IN,City
IN0920100,Columbia City Police Department,columbia city,IN,City
IN0130300,Leavenworth Police Department,leavenworth,IN,City
IN0130200,Marengo Police Department,marengo,IN,City
IN0150200,Lawrenceburg Police Department,lawrenceburg,IN,City
IN0150100,Aurora Police Department,aurora,IN,City
IN0150300,Greendale Police Department,greendale,IN,City
IN0180300,Gaston Police Department,gaston,IN,City
IN0180400,Yorktown Police Department,yorktown,IN,City
IN0180100,Muncie Police Department,muncie,IN,City
IN0230200,Covington Police Department,covington,IN,City
IN0230100,Attica Police Department,attica,IN,City
IN0240100,Brookville Police Department,brookville,IN,City
IN0290100,Carmel Police Department,carmel,IN,City
IN0290300,Sheridan Police Department,sheridan,IN,City
IN0290600,Cicero Police Department,cicero,IN,City
IN0290400,Westfield Police Department,westfield,IN,City
IN0290500,Arcadia Police Department,arcadia,IN,City
IN0290200,Noblesville Police Department,noblesville,IN,City
IN0290700,Fishers Police Department,fishers,IN,City
IN0310100,Corydon Police Department,corydon,IN,City
IN0400100,North Vernon Police Department,north vernon,IN,City
IN0461100,Kingsbury Police Department,kingsbury,IN,City
IN0460100,La Porte Police Department,la porte,IN,City
IN0460600,Westville Police Department,westville,IN,City
IN0460500,Trail Creek  Police Department,trail creek,IN,City
IN0460200,Michigan City Police Department,michigan city,IN,City
IN0460300,Long Beach Police Department,long beach,IN,City
IN0460400,Kingsford Heights Police Department,kingsford heights,IN,City
IN0440300,Shipshewana Police Department,shipshewana,IN,City
IN0440200,Topeka Police Department,topeka,IN,City
IN0440100,LaGrange Police Department,lagrange,IN,City
IN0470200,Mitchell Police Department,mitchell,IN,City
IN0470100,Bedford Police Department,bedford,IN,City
IN0500100,Bremen Police Department,bremen,IN,City
IN0500200,Plymouth Police Department,plymouth,IN,City
IN0500500,Culver Police Department,culver,IN,City
IN0500600,Argos Police Department,argos,IN,City
IN0680400,Lynn Police Department,lynn,IN,City
IN0680100,Union City Police Department,union city,IN,City
IN0680200,Winchester Police Department,winchester,IN,City
IN0770400,Dugger Police Department,dugger,IN,City
IN0770100,Sullivan Police Department,sullivan,IN,City
IN0770200,Shelburn Police Department,shelburn,IN,City
IN0050100,Hartford City Police Department,hartford city,IN,City
IN0320400,Stilesville Police Department,stilesville,IN,City
IN0320100,Brownsburg Police Department,brownsburg,IN,City
IN0320200,Danville Police Department,danville,IN,City
IN0320300,Plainfield Police Department,plainfield,IN,City
IN0320500,Amo Police Department,amo,IN,City
IN0320600,Coatesville Police Department,coatesville,IN,City
IN0320700,Clayton Police Department,clayton,IN,City
IN0320800,Pittsboro Police Department,pittsboro,IN,City
IN0320900,Lizton Police Department,lizton,IN,City
IN0321000,North Salem Police Department,north salem,IN,City
IN0321100,Avon Police Department,avon,IN,City
IN0390100,Madison Police Department,madison,IN,City
IN0430300,Syracuse Police Department,syracuse,IN,City
IN0430500,Milford Police Department,milford,IN,City
IN0430600,North Webster Police Department,north webster,IN,City
IN0430800,Silver Lake Police Department,silver lake,IN,City
IN0431000,Claypool Police Department,claypool,IN,City
IN0430100,Warsaw Police Department,warsaw,IN,City
IN0430200,Winona Lake Police Department,winona lake,IN,City
IN0710300,Walkerton Police Department,walkerton,IN,City
IN0710600,North Liberty Police Department,north liberty,IN,City
IN0710700,Roseland Police Department,roseland,IN,City
IN0710900,Osceola Police Department,osceola,IN,City
IN0710100,Mishawaka Police Department,mishawaka,IN,City
IN0710200,South Bend Police Department,south bend,IN,City
IN0710500,New Carlisle Police Department,new carlisle,IN,City
IN0350100,Huntington Police Department,huntington,IN,City
IN0350200,Warren Police Department,warren,IN,City
IN0540100,Crawfordsville Police Department,crawfordsville,IN,City
IN0790600,Clarks Hill Police Department,clarks hill,IN,City
IN0790100,Lafayette Police Department,lafayette,IN,City
IN0790200,West Lafayette Police Department,west lafayette,IN,City
IN0790500,Dayton Police Department,dayton,IN,City
IN0830100,Clinton Police Department,clinton,IN,City
IN0880100,Salem Police Department,salem,IN,City
IN0030100,Columbus Police Department,columbus,IN,City
IN0780100,Vevay Police Department,vevay,IN,City
IN0820100,Evansville Police Department,evansville,IN,City
IN0380100,Dunkirk Police Department,dunkirk,IN,City
IN0300500,Shirley Police Department,shirley,IN,City
IN0491900,Cumberland Police Department,cumberland,IN,City
IN0480300,Elwood Police Department,elwood,IN,City
IN0690100,Batesville Police Department,batesville,IN,City
IN0480700,Chesterfield Police Department,chesterfield,IN,City
IN0350300,Markle Police Department,markle,IN,City
IN0200300,Nappanee Police Department,nappanee,IN,City
IN0410100,Edinburgh Police Department,edinburgh,IN,City
IA0560100,Fort Madison Police Department,fort madison,IA,City
IA0560400,Donnellson Police Department,donnellson,IA,City
IA0560200,Keokuk Police Department,keokuk,IA,City
IA0810100,Sac City Police Department,sac city,IA,City
IA0810200,Lake View Police Department,lake view,IA,City
IA0150100,Atlantic Police Department,atlantic,IA,City
IA0210100,Spencer Police Department,spencer,IA,City
